Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Alec Williams,lopezcurtis@example.com,Stock Photo License,2024-11-21,2024-11,38.83,Canada,Cash,Direct Visit,New Customer,Friday,11:00
Adam Davis,snydermatthew@example.com,Wedding,2024-05-23,2024-05,2259.36,Canada,Credit Card,Direct Visit,Occasional Buyer,Saturday,17:00
Mr. Michael Johnson Jr.,brianrowe@example.org,Product,2025-01-20,2025-01,687.89,Canada,Cash,Direct Visit,New Customer,Friday,12:00
Steven Wright,hclayton@example.net,Wedding,2024-10-23,2024-10,2009.49,United States,Cash,Google Search,New Customer,Friday,19:00
Jessica Rojas,gonzalezjill@example.org,Portrait,2024-07-08,2024-07,347.16,Canada,Cash,Facebook,Returning Customer,Tuesday,13:00
Mrs. Melanie Collins,eric08@example.net,Wedding,2024-10-15,2024-10,2748.27,Canada,Bank Transfer,Google Search,Returning Customer,Saturday,11:00
Mr. Isaac Williams,teresayoung@example.com,Wedding,2024-05-22,2024-05,1970.81,United States,PayPal,Referral,Business Client,Saturday,17:00
Donald Wilson,albertwilliams@example.net,Wedding,2024-08-04,2024-08,1863.08,United States,PayPal,Direct Visit,New Customer,Saturday,14:00
Jacqueline Davis,vincentparks@example.com,Real Estate,2024-09-28,2024-09,159.94,Canada,Apple Pay,Google Search,Business Client,Monday,13:30
Lori Brown DDS,martinezjesse@example.net,Portrait,2025-03-14,2025-03,160.57,Canada,Cash,Direct Visit,Business Client,Thursday,16:30
Renee Gonzales,andrewgray@example.net,Portrait,2025-01-21,2025-01,396.1,Canada,PayPal,Direct Visit,New Customer,Friday,16:30
Karina Kim,amy73@example.net,Portrait,2024-05-27,2024-05,255.79,Canada,Cash,Email Campaign,Business Client,Friday,10:00
Nicholas Hill,caseymoore@example.com,Portrait,2024-06-15,2024-06,180.09,Canada,Credit Card,Google Search,Returning Customer,Friday,18:30
Jordan Parsons,bgross@example.net,Portrait,2025-02-01,2025-02,175.19,United States,Apple Pay,Facebook,New Customer,Wednesday,16:30
Cynthia Le,rlee@example.com,Portrait,2025-02-15,2025-02,303.27,Canada,Cash,Instagram,New Customer,Wednesday,13:00
Douglas Ortiz,daniel81@example.org,Real Estate,2025-01-13,2025-01,282.54,Canada,PayPal,Direct Visit,New Customer,Thursday,11:00
Shane Harris,clee@example.net,Portrait,2025-02-07,2025-02,207.14,United States,Apple Pay,Referral,Business Client,Monday,16:30
John Hanson,brandon39@example.net,Wedding,2024-11-28,2024-11,2700.06,United States,PayPal,Referral,New Customer,Friday,19:00
Christine Henry,mcdonalddanielle@example.com,Stock Photo License,2024-05-03,2024-05,67.47,Canada,Cash,Facebook,New Customer,Friday,17:00
Jennifer Wood,colonjoseph@example.org,Product,2024-10-29,2024-10,228.63,United States,Credit Card,Instagram,Business Client,Monday,14:00
Angela Lewis,garciajerry@example.com,Portrait,2025-01-01,2025-01,307.47,Canada,Bank Transfer,Facebook,Returning Customer,Thursday,16:30
Danielle Garrett,angelagrant@example.net,Product,2024-06-16,2024-06,354.63,United States,Bank Transfer,Email Campaign,Occasional Buyer,Monday,12:00
Heather Ellis,kandrade@example.org,Wedding,2024-05-16,2024-05,2363.84,Canada,Bank Transfer,Facebook,Returning Customer,Saturday,14:00
Mary Ferguson,umahoney@example.net,Portrait,2024-10-26,2024-10,334.13,Canada,Cash,Email Campaign,Occasional Buyer,Monday,18:30
Jacob Duran,umckenzie@example.net,Product,2025-04-05,2025-04,584.35,Canada,Credit Card,Google Search,New Customer,Wednesday,12:00
Jaime Pierce,michael77@example.com,Wedding,2024-07-05,2024-07,1975.32,Canada,Bank Transfer,Referral,Business Client,Saturday,17:00
Duane Smith,victoriaturner@example.com,Product,2024-04-08,2024-04,648.74,Canada,PayPal,Instagram,Business Client,Friday,12:00
Ethan Ingram,samantha88@example.net,Wedding,2025-04-03,2025-04,1851.94,United States,PayPal,Referral,New Customer,Saturday,11:00
Andrew Kelly,josephpreston@example.org,Wedding,2025-03-12,2025-03,2818.04,Canada,Apple Pay,Google Search,New Customer,Saturday,11:00
Anna Ross,jessicacummings@example.com,Event,2024-07-02,2024-07,375.88,United States,PayPal,Email Campaign,New Customer,Sunday,15:00
Melissa Johnston,larsonkevin@example.net,Event,2024-06-10,2024-06,418.15,United States,Bank Transfer,Facebook,Business Client,Friday,12:00
Richard Weeks,michael66@example.org,Portrait,2025-01-28,2025-01,367.72,United States,Apple Pay,Instagram,Returning Customer,Wednesday,18:30
Matthew Guzman,walterscrystal@example.org,Portrait,2025-02-20,2025-02,337.23,Canada,Bank Transfer,Referral,Returning Customer,Friday,18:30
Joshua Hernandez,ericnunez@example.com,Real Estate,2024-07-28,2024-07,320.93,Canada,PayPal,Facebook,New Customer,Wednesday,11:00
Laura Davis,zroberts@example.org,Portrait,2025-03-29,2025-03,339.57,Canada,Cash,Direct Visit,New Customer,Tuesday,16:30
Kenneth Williams,zbaker@example.net,Product,2024-05-26,2024-05,768.17,United States,Cash,Facebook,Returning Customer,Thursday,12:00
Pamela Castillo,tonypearson@example.org,Real Estate,2024-09-14,2024-09,374.11,Canada,Cash,Instagram,New Customer,Tuesday,11:00
Kelly Allen MD,kmorris@example.org,Event,2024-10-30,2024-10,650.75,Canada,Credit Card,Referral,Returning Customer,Sunday,12:00
Jacob Lee,brittney04@example.org,Portrait,2024-05-19,2024-05,349.99,Canada,Apple Pay,Facebook,New Customer,Friday,16:30
Wanda Ramos,scottglass@example.org,Product,2025-04-04,2025-04,309.44,Canada,Apple Pay,Referral,New Customer,Wednesday,10:00
Peter Farrell,singhjohn@example.net,Event,2024-06-20,2024-06,469.01,United States,Apple Pay,Google Search,New Customer,Thursday,12:00
Samantha Smith,torresthomas@example.com,Wedding,2025-03-13,2025-03,1903.79,United States,Credit Card,Instagram,New Customer,Friday,11:00
Christina Mills,ana92@example.net,Wedding,2024-06-23,2024-06,2130.36,Canada,Cash,Email Campaign,Business Client,Friday,19:00
Kevin Alvarado,scottbrian@example.org,Wedding,2024-12-19,2024-12,2765.32,Canada,Cash,Google Search,Returning Customer,Sunday,11:00
Amy Pena,jonesdonna@example.net,Wedding,2025-01-21,2025-01,2843.55,United States,Credit Card,Email Campaign,New Customer,Saturday,19:00
Sharon Smith,yhall@example.net,Real Estate,2025-02-13,2025-02,321.48,Canada,Credit Card,Direct Visit,Returning Customer,Monday,09:30
Ethan Delacruz,lopezvincent@example.com,Wedding,2025-03-31,2025-03,2083.68,United States,Credit Card,Email Campaign,Occasional Buyer,Sunday,17:00
Amanda Nielsen,matthew62@example.org,Portrait,2024-10-30,2024-10,213.33,Canada,Credit Card,Email Campaign,New Customer,Wednesday,13:00
Mario Young,lisa46@example.org,Wedding,2024-08-12,2024-08,2449.36,Canada,Apple Pay,Google Search,New Customer,Saturday,14:00
Courtney Peterson,fsandoval@example.net,Wedding,2025-03-19,2025-03,2953.25,United States,Bank Transfer,Google Search,New Customer,Saturday,19:00
Lisa Garrett,robertberry@example.com,Portrait,2024-08-25,2024-08,321.49,United States,Bank Transfer,Email Campaign,New Customer,Wednesday,10:00
Erin Daniels,denisecarpenter@example.net,Portrait,2025-03-29,2025-03,176.85,Canada,Apple Pay,Email Campaign,Business Client,Thursday,13:00
Ellen Thornton,russellstout@example.org,Real Estate,2025-01-25,2025-01,319.36,Canada,Bank Transfer,Email Campaign,New Customer,Tuesday,09:30
Brooke Jones,whitemary@example.org,Product,2024-12-04,2024-12,491.18,Canada,Apple Pay,Email Campaign,New Customer,Thursday,14:00
Sheryl Gutierrez,vturner@example.net,Portrait,2024-12-30,2024-12,285.91,Canada,Apple Pay,Direct Visit,New Customer,Wednesday,18:30
Richard Rodriguez,anthonyodom@example.net,Portrait,2025-03-15,2025-03,262.35,Canada,Credit Card,Email Campaign,Returning Customer,Wednesday,16:30
Crystal Hall,howardhailey@example.com,Event,2024-07-14,2024-07,1094.64,United States,Bank Transfer,Email Campaign,New Customer,Saturday,19:00
Julie Banks,melissahenry@example.org,Stock Photo License,2024-05-27,2024-05,65.95,Canada,Apple Pay,Instagram,Returning Customer,Tuesday,17:00
Jason Novak,stephanie33@example.org,Wedding,2024-06-06,2024-06,2461.36,United States,PayPal,Instagram,Business Client,Saturday,11:00
Victoria Camacho,dwatts@example.org,Wedding,2024-05-02,2024-05,2228.06,Canada,Apple Pay,Direct Visit,Business Client,Saturday,19:00
Lisa Holloway,phillip99@example.net,Wedding,2024-09-11,2024-09,2049.53,United States,PayPal,Email Campaign,New Customer,Saturday,11:00
Rachel Meyer,cbryant@example.org,Product,2024-10-17,2024-10,247.97,Canada,Bank Transfer,Email Campaign,New Customer,Monday,12:00
Nicholas Grant,leescott@example.com,Event,2024-10-14,2024-10,776.12,United States,PayPal,Direct Visit,New Customer,Thursday,15:00
Christopher Phillips,vaughnrebecca@example.com,Event,2025-01-16,2025-01,778.49,United States,Apple Pay,Email Campaign,Occasional Buyer,Friday,12:00
Nathan Wilson,phillipmorris@example.org,Portrait,2025-02-05,2025-02,289.54,Canada,Cash,Google Search,New Customer,Monday,16:30
Michelle Harris,udavis@example.net,Wedding,2024-06-12,2024-06,2102.34,Canada,Bank Transfer,Facebook,Returning Customer,Saturday,14:00
Carly Quinn,wilsonshannon@example.com,Stock Photo License,2024-12-01,2024-12,67.24,Canada,Bank Transfer,Direct Visit,New Customer,Thursday,17:00
Monica Hester,nicholasjames@example.org,Portrait,2024-05-09,2024-05,243.77,Canada,Cash,Referral,Occasional Buyer,Friday,16:30
Mary Hernandez,haroldjoseph@example.com,Wedding,2025-03-07,2025-03,1551.99,United States,Bank Transfer,Google Search,New Customer,Saturday,11:00
Tonya Roberts,davidanderson@example.org,Wedding,2024-07-29,2024-07,2783.58,United States,Credit Card,Google Search,New Customer,Saturday,17:00
Alexandria Jimenez,astephens@example.net,Wedding,2024-04-09,2024-04,1897.48,United States,Bank Transfer,Facebook,New Customer,Friday,14:00
Kevin Alvarez,mramos@example.net,Portrait,2025-02-25,2025-02,379.47,Canada,PayPal,Referral,Business Client,Monday,16:30
Diana Fuller,brandonhernandez@example.net,Event,2024-04-10,2024-04,818.61,Canada,Credit Card,Email Campaign,Business Client,Thursday,19:00
Andrew Lane,mark10@example.org,Portrait,2024-08-13,2024-08,345.03,Canada,Cash,Google Search,Business Client,Wednesday,16:30
Michael Carr,tammycurry@example.com,Wedding,2024-09-07,2024-09,2479.17,Canada,Credit Card,Facebook,Returning Customer,Saturday,11:00
Edwin Richardson,wwilkins@example.com,Wedding,2025-03-14,2025-03,2347.37,United States,Credit Card,Email Campaign,Business Client,Saturday,14:00
John Martinez,mark68@example.org,Portrait,2025-02-10,2025-02,261.4,United States,Cash,Facebook,Business Client,Friday,10:00
Ashley Blair,webbhaley@example.net,Wedding,2024-12-18,2024-12,2004.25,Canada,Bank Transfer,Google Search,New Customer,Saturday,11:00
Emily Fox,sara99@example.com,Portrait,2024-07-22,2024-07,324.47,United States,Cash,Referral,Returning Customer,Tuesday,18:30
Katherine White,jeanettekrause@example.org,Wedding,2024-10-15,2024-10,2424.0,United States,Credit Card,Facebook,Business Client,Friday,14:00
Robert Mclaughlin,laurenduarte@example.com,Wedding,2024-05-21,2024-05,2886.21,Canada,Bank Transfer,Facebook,New Customer,Saturday,19:00
Robert Lewis,hannahking@example.org,Wedding,2024-04-24,2024-04,2483.11,Canada,Apple Pay,Referral,Returning Customer,Friday,14:00
Erica Smith,matthew99@example.org,Portrait,2024-07-29,2024-07,381.05,Canada,PayPal,Email Campaign,Business Client,Tuesday,13:00
Roy Nielsen,zhendricks@example.org,Wedding,2025-02-06,2025-02,1581.81,Canada,Credit Card,Facebook,Returning Customer,Sunday,14:00
Mr. Steven Herrera,steven60@example.net,Wedding,2024-11-30,2024-11,2175.09,United States,PayPal,Direct Visit,Returning Customer,Saturday,14:00
Emily Herrera,barbararivera@example.com,Wedding,2024-07-26,2024-07,2224.54,United States,Cash,Direct Visit,Occasional Buyer,Friday,14:00
Ryan Morgan,ksims@example.net,Portrait,2024-05-02,2024-05,213.86,United States,Apple Pay,Facebook,New Customer,Monday,16:30
Bruce Patton,janet50@example.com,Event,2024-11-15,2024-11,307.5,Canada,Bank Transfer,Google Search,New Customer,Sunday,19:00
David Hayes DVM,aliciathompson@example.com,Product,2024-09-06,2024-09,589.65,United States,Bank Transfer,Referral,Business Client,Tuesday,12:00
Susan Wallace,lloydrebecca@example.org,Portrait,2025-01-20,2025-01,196.6,United States,Credit Card,Instagram,Occasional Buyer,Friday,18:30
Morgan Mills,douglas18@example.net,Wedding,2024-06-16,2024-06,2234.9,Canada,Bank Transfer,Facebook,Returning Customer,Friday,11:00
Andrew Hughes,smithsarah@example.net,Wedding,2025-04-06,2025-04,2967.37,Canada,Cash,Google Search,Occasional Buyer,Saturday,11:00
Felicia Small,meyerdonna@example.com,Product,2025-02-12,2025-02,335.35,United States,Credit Card,Email Campaign,New Customer,Wednesday,12:00
Margaret Clark,jameshill@example.com,Stock Photo License,2024-04-16,2024-04,55.62,United States,Apple Pay,Instagram,New Customer,Tuesday,15:00
Denise Moore,smithcindy@example.net,Wedding,2025-01-15,2025-01,2408.05,United States,PayPal,Direct Visit,Returning Customer,Saturday,14:00
Kirsten Nelson,audrey21@example.com,Real Estate,2024-05-15,2024-05,531.29,United States,Cash,Instagram,Returning Customer,Wednesday,13:30
Jeremy Anderson,dberger@example.org,Portrait,2024-11-18,2024-11,189.51,United States,Bank Transfer,Instagram,Business Client,Monday,10:00
James Bush,tjensen@example.com,Real Estate,2024-08-26,2024-08,540.07,Canada,Cash,Email Campaign,Occasional Buyer,Thursday,11:00
Megan Ferguson,fbradley@example.net,Product,2025-02-01,2025-02,759.95,United States,Credit Card,Instagram,New Customer,Wednesday,10:00
Michael Mckinney,oruiz@example.org,Real Estate,2024-09-26,2024-09,405.99,United States,Apple Pay,Instagram,New Customer,Wednesday,13:30
Susan Myers,kristina57@example.com,Wedding,2025-02-17,2025-02,1619.21,Canada,Bank Transfer,Instagram,Business Client,Friday,14:00
Gregory Murray,justinbailey@example.net,Portrait,2024-04-19,2024-04,184.38,United States,Cash,Google Search,Occasional Buyer,Tuesday,13:00
Robert Robles,angela14@example.net,Stock Photo License,2024-05-24,2024-05,36.13,United States,PayPal,Referral,Business Client,Tuesday,11:00
Cynthia Sanchez,terrireyes@example.com,Portrait,2024-09-23,2024-09,231.22,Canada,Cash,Google Search,Returning Customer,Thursday,13:00
Jessica Baird,amy32@example.net,Real Estate,2024-06-23,2024-06,460.1,United States,Apple Pay,Google Search,New Customer,Thursday,13:30
Michelle Copeland,vargassteven@example.net,Real Estate,2024-12-09,2024-12,121.21,Canada,Credit Card,Direct Visit,New Customer,Tuesday,13:30
Eric Sullivan,jenningscandace@example.com,Real Estate,2024-05-13,2024-05,581.3,Canada,Cash,Facebook,Business Client,Tuesday,11:00
Amy Robinson,paigeberger@example.net,Wedding,2024-08-05,2024-08,1749.73,United States,Cash,Email Campaign,New Customer,Saturday,11:00
Mary Chavez,peter97@example.org,Event,2025-01-29,2025-01,401.85,Canada,Bank Transfer,Referral,New Customer,Friday,15:00
Elizabeth Bauer,samantha65@example.org,Portrait,2024-06-22,2024-06,374.15,United States,Bank Transfer,Facebook,Returning Customer,Tuesday,18:30
Kayla Abbott,bryan80@example.org,Product,2024-11-07,2024-11,677.89,United States,Cash,Email Campaign,New Customer,Monday,10:00
Heather Callahan,youngjacqueline@example.com,Portrait,2024-12-21,2024-12,246.02,Canada,Apple Pay,Referral,New Customer,Friday,13:00
Jennifer Graham,elainewells@example.org,Wedding,2024-11-22,2024-11,2002.79,United States,PayPal,Instagram,Business Client,Friday,14:00
Heather Butler,whitney22@example.org,Wedding,2024-10-28,2024-10,1962.09,Canada,PayPal,Google Search,Business Client,Friday,19:00
Nathan Tucker,iproctor@example.org,Stock Photo License,2024-05-04,2024-05,25.18,Canada,Cash,Referral,Returning Customer,Wednesday,11:00
Shannon English,dhanson@example.net,Wedding,2024-05-28,2024-05,2824.05,Canada,Cash,Referral,New Customer,Saturday,19:00
Janice Perez,kjacobs@example.com,Event,2024-09-10,2024-09,520.24,United States,Credit Card,Instagram,New Customer,Saturday,19:00
Jonathan Jenkins,arthur09@example.com,Event,2025-02-11,2025-02,333.05,Canada,Bank Transfer,Google Search,New Customer,Thursday,19:00
John Vaughn,jessicafox@example.com,Portrait,2024-12-21,2024-12,194.56,Canada,Apple Pay,Facebook,Occasional Buyer,Wednesday,13:00
Steve Davis,qmccoy@example.net,Wedding,2024-09-25,2024-09,1948.94,United States,Cash,Direct Visit,New Customer,Saturday,19:00
Rebecca Edwards,bergeramanda@example.org,Portrait,2024-05-06,2024-05,180.51,Canada,Apple Pay,Instagram,Returning Customer,Wednesday,16:30
Julie Gross,zgomez@example.com,Event,2024-09-26,2024-09,398.37,Canada,Cash,Direct Visit,Business Client,Thursday,15:00
Thomas Curry,bryan79@example.org,Wedding,2024-07-22,2024-07,2362.71,Canada,Apple Pay,Email Campaign,Returning Customer,Saturday,14:00
Dorothy Mclaughlin,mitchellchristopher@example.net,Portrait,2024-11-03,2024-11,194.98,Canada,PayPal,Google Search,New Customer,Friday,13:00
Darlene Gilbert,michaela01@example.net,Portrait,2024-05-06,2024-05,349.18,Canada,Credit Card,Facebook,New Customer,Tuesday,18:30
Brittany Griffin,josehaynes@example.com,Real Estate,2024-06-10,2024-06,206.17,Canada,Bank Transfer,Google Search,New Customer,Tuesday,13:30
Amanda Riggs,caitlinunderwood@example.com,Portrait,2024-06-13,2024-06,230.98,Canada,Bank Transfer,Referral,Business Client,Monday,10:00
James Guerrero,jasonnavarro@example.com,Event,2025-01-08,2025-01,326.21,Canada,Bank Transfer,Email Campaign,New Customer,Friday,12:00
Robert Williams,tross@example.com,Portrait,2024-04-27,2024-04,158.89,United States,Cash,Direct Visit,Business Client,Tuesday,18:30
Kim James,jwells@example.net,Portrait,2025-01-06,2025-01,353.54,Canada,Apple Pay,Direct Visit,New Customer,Monday,16:30
Timothy Cole,suzanne01@example.net,Portrait,2025-02-20,2025-02,232.93,United States,Bank Transfer,Google Search,New Customer,Wednesday,10:00
Jessica Hull,matthew41@example.com,Portrait,2024-11-27,2024-11,283.57,United States,Apple Pay,Google Search,Business Client,Tuesday,18:30
Raymond Curry,aprilbyrd@example.org,Real Estate,2024-12-03,2024-12,452.63,United States,Bank Transfer,Referral,New Customer,Wednesday,13:30
Adam Jones,gdavis@example.net,Product,2024-07-31,2024-07,422.95,Canada,PayPal,Google Search,New Customer,Wednesday,10:00
Douglas Lee,harveybrian@example.net,Wedding,2024-09-18,2024-09,1803.15,Canada,Apple Pay,Instagram,New Customer,Saturday,11:00
Tiffany Little,millercassandra@example.com,Product,2024-12-04,2024-12,639.46,Canada,PayPal,Google Search,Business Client,Friday,12:00
