Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Kim James,jwells@example.net,Wedding,2025-01-06,2025-01,Kansas City,Missouri,United States,2206.39,Bank Transfer,Facebook,New Customer,Friday,11:00
Timothy Cole,suzanne01@example.net,Event,2025-02-20,2025-02,Austin,Texas,United States,631.46,Bank Transfer,Google Search,New Customer,Sunday,19:00
Jessica Hull,matthew41@example.com,Portrait,2024-11-27,2024-11,Winnipeg,Manitoba,Canada,185.22,Apple Pay,Email Campaign,New Customer,Friday,10:00
Raymond Curry,aprilbyrd@example.org,Portrait,2024-12-03,2024-12,Halifax,Nova Scotia,Canada,233.04,Cash,Google Search,Business Client,Tuesday,10:00
Adam Jones,gdavis@example.net,Stock Photo License,2024-07-31,2024-07,Dallas,Texas,United States,58.33,Cash,Google Search,New Customer,Monday,17:00
Douglas Lee,harveybrian@example.net,Wedding,2024-09-18,2024-09,Dallas,Texas,United States,1802.68,Apple Pay,Referral,New Customer,Saturday,19:00
Tiffany Little,millercassandra@example.com,Wedding,2024-12-04,2024-12,Spokane,Washington,United States,3518.81,PayPal,Referral,New Customer,Saturday,11:00
Kylie Coffey,dominguezjon@example.com,Stock Photo License,2024-12-04,2024-12,Albany,New York,United States,41.12,Cash,Email Campaign,Business Client,Thursday,17:00
Jesse Carney,qschwartz@example.com,Event,2024-12-05,2024-12,Kansas City,Missouri,United States,576.57,PayPal,Email Campaign,Returning Customer,Friday,19:00
Destiny Brown,dcook@example.com,Wedding,2024-07-11,2024-07,Winnipeg,Manitoba,Canada,2043.34,Bank Transfer,Facebook,New Customer,Saturday,19:00
Jeremiah Vasquez,chelseywhite@example.com,Wedding,2025-03-23,2025-03,Winnipeg,Manitoba,Canada,1433.98,Apple Pay,Google Search,New Customer,Saturday,11:00
Jessica Mendez,gainesjennifer@example.org,Real Estate,2024-05-17,2024-05,Kansas City,Missouri,United States,200.72,Cash,Facebook,New Customer,Wednesday,13:30
Nicholas Waters,mosleyeduardo@example.net,Portrait,2024-04-20,2024-04,Los Angeles,California,United States,348.38,Bank Transfer,Direct Visit,Returning Customer,Thursday,16:30
James Hernandez,rebecca90@example.net,Event,2024-04-08,2024-04,Cambridge,Massachusetts,United States,1000.54,Cash,Instagram,New Customer,Saturday,12:00
Karen Powell,fernandezaaron@example.net,Product,2024-12-22,2024-12,San Francisco,California,United States,263.78,Bank Transfer,Facebook,Returning Customer,Thursday,10:00
Mr. Timothy Howard,richard15@example.net,Event,2025-02-01,2025-02,San Diego,California,United States,1413.06,PayPal,Referral,New Customer,Sunday,19:00
Ryan Hodges,deborah28@example.org,Wedding,2025-02-14,2025-02,Little Rock,Arkansas,United States,2162.33,Credit Card,Email Campaign,New Customer,Saturday,14:00
Elizabeth Price,mccoymichael@example.org,Portrait,2025-03-28,2025-03,Los Angeles,California,United States,213.04,Cash,Referral,Returning Customer,Friday,13:00
Collin Johnson,cortezbrittany@example.com,Product,2025-02-25,2025-02,Miami,Florida,United States,568.45,Apple Pay,Direct Visit,Business Client,Friday,14:00
Maria Porter,blevy@example.org,Portrait,2024-08-28,2024-08,Kansas City,Missouri,United States,219.86,Bank Transfer,Facebook,Business Client,Wednesday,16:30
Nathan Sullivan,lindsaycontreras@example.com,Real Estate,2024-08-10,2024-08,Chicago,Illinois,United States,252.68,Apple Pay,Direct Visit,Returning Customer,Monday,11:00
Kimberly Figueroa,sandyjohnson@example.org,Wedding,2025-03-18,2025-03,Victoria,British Columbia,Canada,2611.61,Cash,Facebook,New Customer,Saturday,17:00
Terry Montgomery,jacquelineanderson@example.org,Wedding,2024-10-03,2024-10,Fredericton,New Brunswick,Canada,1335.88,PayPal,Direct Visit,Business Client,Saturday,19:00
Samantha Davis,marybrown@example.org,Event,2024-11-25,2024-11,Tampa,Florida,United States,779.86,PayPal,Instagram,New Customer,Saturday,12:00
Lisa Brown,ronaldcain@example.net,Wedding,2024-05-19,2024-05,Little Rock,Arkansas,United States,2156.37,Credit Card,Referral,New Customer,Saturday,19:00
William Johnston,marcoconnell@example.org,Wedding,2024-12-12,2024-12,Halifax,Nova Scotia,Canada,2078.63,Bank Transfer,Referral,Business Client,Friday,17:00
Gabriela Martinez,katherinejackson@example.com,Wedding,2025-01-12,2025-01,Houston,Texas,United States,1564.37,Bank Transfer,Referral,Occasional Buyer,Saturday,19:00
Timothy Williams,moodycrystal@example.com,Event,2024-10-27,2024-10,Little Rock,Arkansas,United States,884.56,Bank Transfer,Google Search,New Customer,Friday,19:00
John Smith,saramann@example.net,Product,2025-01-17,2025-01,Spokane,Washington,United States,862.31,Apple Pay,Referral,New Customer,Friday,14:00
Robert Barton,jamiebowman@example.net,Event,2025-02-26,2025-02,Seattle,Washington,United States,824.66,Apple Pay,Instagram,Occasional Buyer,Thursday,19:00
Christopher Holt,jennifersalazar@example.org,Wedding,2024-09-19,2024-09,Kansas City,Missouri,United States,2162.09,Credit Card,Google Search,New Customer,Saturday,14:00
Hannah Smith,jamesdowns@example.org,Product,2024-11-23,2024-11,St. Louis,Missouri,United States,321.27,Cash,Instagram,Occasional Buyer,Tuesday,10:00
Victoria Romero,qtownsend@example.org,Wedding,2024-11-20,2024-11,Los Angeles,California,United States,2623.54,PayPal,Email Campaign,New Customer,Saturday,19:00
Robert Jennings,kjimenez@example.net,Portrait,2024-07-18,2024-07,Spokane,Washington,United States,387.95,Credit Card,Direct Visit,Business Client,Thursday,10:00
Jackson Clark,matthew70@example.org,Event,2025-03-11,2025-03,Winnipeg,Manitoba,Canada,941.35,Apple Pay,Google Search,New Customer,Saturday,15:00
Casey Floyd,erobertson@example.org,Portrait,2025-01-03,2025-01,Ottawa,Ontario,Canada,265.81,PayPal,Google Search,New Customer,Thursday,16:30
Erika Gonzalez,jerry15@example.org,Wedding,2024-12-28,2024-12,Toronto,Ontario,Canada,3229.09,PayPal,Instagram,Business Client,Friday,11:00
Sheila Bennett,charlesrichards@example.org,Portrait,2024-05-13,2024-05,Springfield,Illinois,United States,195.29,PayPal,Instagram,New Customer,Wednesday,13:00
Timothy Gibson,dbrooks@example.net,Wedding,2025-02-27,2025-02,Halifax,Nova Scotia,Canada,1295.71,PayPal,Instagram,Business Client,Saturday,11:00
Derrick Rogers,schwartzbrian@example.org,Wedding,2024-06-18,2024-06,Miami,Florida,United States,2202.67,Cash,Referral,New Customer,Saturday,11:00
Jason Wolf,oliviamunoz@example.net,Wedding,2024-05-18,2024-05,Quebec City,Quebec,Canada,2217.58,PayPal,Email Campaign,New Customer,Saturday,17:00
Laura Tran,christophervincent@example.com,Wedding,2025-03-22,2025-03,St. Louis,Missouri,United States,2475.49,Apple Pay,Direct Visit,Business Client,Saturday,14:00
John Ford,blairjill@example.org,Wedding,2025-02-17,2025-02,Vancouver,British Columbia,Canada,2287.54,Credit Card,Instagram,Returning Customer,Sunday,14:00
Daniel Pennington,robinvillanueva@example.com,Wedding,2024-07-07,2024-07,Little Rock,Arkansas,United States,2190.07,Bank Transfer,Google Search,Business Client,Sunday,14:00
John Mack,simmonsphillip@example.net,Event,2025-04-01,2025-04,Cambridge,Massachusetts,United States,950.18,Cash,Facebook,Business Client,Thursday,15:00
David Hansen,steelerichard@example.org,Product,2025-02-02,2025-02,Little Rock,Arkansas,United States,195.53,Apple Pay,Instagram,Returning Customer,Wednesday,14:00
Matthew Davis,kcaldwell@example.net,Event,2024-05-26,2024-05,Victoria,British Columbia,Canada,726.64,PayPal,Facebook,Returning Customer,Thursday,12:00
Lauren Bray,tingram@example.com,Portrait,2024-09-23,2024-09,Halifax,Nova Scotia,Canada,288.63,Apple Pay,Email Campaign,Business Client,Wednesday,16:30
Lori Padilla,daltonchad@example.net,Event,2024-06-14,2024-06,Montreal,Quebec,Canada,706.23,Credit Card,Instagram,New Customer,Thursday,12:00
Jeffery Nelson,kristinmiller@example.com,Stock Photo License,2024-08-07,2024-08,Ottawa,Ontario,Canada,32.52,Apple Pay,Referral,Business Client,Wednesday,17:00
Tony Leonard,rodriguezmichael@example.net,Product,2025-01-02,2025-01,San Diego,California,United States,942.72,Credit Card,Referral,New Customer,Monday,12:00
Matthew Bush,devonrogers@example.net,Wedding,2024-04-22,2024-04,Tampa,Florida,United States,1655.35,Bank Transfer,Instagram,Returning Customer,Sunday,17:00
Todd Carpenter,karenhodges@example.com,Wedding,2024-05-19,2024-05,Buffalo,New York,United States,2115.9,Bank Transfer,Instagram,New Customer,Sunday,19:00
Michael Ramirez,watsonshaun@example.net,Portrait,2024-08-15,2024-08,Houston,Texas,United States,222.32,Cash,Instagram,New Customer,Tuesday,10:00
Michael Gregory,shannon51@example.org,Real Estate,2024-10-17,2024-10,Springfield,Illinois,United States,196.18,Credit Card,Email Campaign,Returning Customer,Tuesday,13:30
Bobby Hurst,susan11@example.org,Portrait,2025-02-28,2025-02,Springfield,Illinois,United States,369.3,Apple Pay,Direct Visit,New Customer,Monday,16:30
Kathleen Golden,cartertara@example.net,Wedding,2024-07-17,2024-07,St. Louis,Missouri,United States,1301.53,Apple Pay,Email Campaign,New Customer,Saturday,17:00
Jason Rojas,carterbryan@example.org,Event,2025-03-15,2025-03,St. Louis,Missouri,United States,924.34,Cash,Referral,New Customer,Friday,19:00
Gabriella Lane,todd88@example.com,Portrait,2025-02-07,2025-02,Dallas,Texas,United States,314.48,Cash,Instagram,New Customer,Tuesday,16:30
Stephanie Parker,jeremy54@example.org,Portrait,2024-09-22,2024-09,Spokane,Washington,United States,231.14,Credit Card,Referral,New Customer,Wednesday,13:00
Tyler Montgomery,jennifermitchell@example.org,Wedding,2024-06-01,2024-06,Boise,Idaho,United States,2045.85,Apple Pay,Email Campaign,Occasional Buyer,Saturday,17:00
Mary Hernandez,darylchaney@example.net,Wedding,2025-02-09,2025-02,Chicago,Illinois,United States,2886.09,PayPal,Google Search,New Customer,Sunday,19:00
Cody Hart,wadetiffany@example.org,Wedding,2024-05-24,2024-05,Little Rock,Arkansas,United States,1586.57,Cash,Instagram,Business Client,Saturday,14:00
Carla Turner,sullivanvictor@example.org,Portrait,2024-08-22,2024-08,Houston,Texas,United States,169.0,Apple Pay,Facebook,New Customer,Wednesday,10:00
Brittney Cordova,deborah47@example.com,Event,2025-03-20,2025-03,New York City,New York,United States,1181.1,Bank Transfer,Direct Visit,Returning Customer,Thursday,12:00
Wendy Estrada,hmorgan@example.net,Wedding,2025-03-28,2025-03,Winnipeg,Manitoba,Canada,2094.02,Credit Card,Instagram,Business Client,Saturday,14:00
Michael Wilson,moralesmary@example.com,Event,2024-09-30,2024-09,Chicago,Illinois,United States,784.49,Cash,Direct Visit,New Customer,Sunday,19:00
Lee Lee,kimberlywang@example.org,Real Estate,2024-08-16,2024-08,Los Angeles,California,United States,185.84,Apple Pay,Direct Visit,New Customer,Wednesday,11:00
Jill Powers,daughertypreston@example.com,Real Estate,2024-04-16,2024-04,Chicago,Illinois,United States,436.86,PayPal,Direct Visit,Occasional Buyer,Monday,11:00
Terri Kerr,raymond65@example.com,Event,2024-08-02,2024-08,Quebec City,Quebec,Canada,732.4,Bank Transfer,Email Campaign,Occasional Buyer,Saturday,19:00
Gregory Madden,lewispamela@example.net,Event,2024-08-22,2024-08,Springfield,Illinois,United States,997.56,Cash,Email Campaign,New Customer,Thursday,19:00
Donna Shaffer,achandler@example.org,Event,2025-04-06,2025-04,Houston,Texas,United States,943.37,PayPal,Google Search,New Customer,Sunday,12:00
Briana Turner,carl96@example.org,Wedding,2025-02-07,2025-02,New York City,New York,United States,2901.12,Bank Transfer,Email Campaign,New Customer,Saturday,11:00
Denise Thompson,wpage@example.org,Wedding,2024-04-10,2024-04,Little Rock,Arkansas,United States,2374.94,Apple Pay,Direct Visit,Returning Customer,Saturday,19:00
Donna Henry,mary47@example.net,Event,2024-06-19,2024-06,Little Rock,Arkansas,United States,647.97,Apple Pay,Google Search,New Customer,Friday,12:00
Rick Moore,stephanie71@example.net,Wedding,2025-01-03,2025-01,Quebec City,Quebec,Canada,2532.28,Credit Card,Google Search,New Customer,Saturday,11:00
Christopher Knox,anthonyhubbard@example.com,Portrait,2024-12-07,2024-12,Austin,Texas,United States,285.99,Credit Card,Facebook,Returning Customer,Tuesday,10:00
Patrick Perkins,ooneill@example.net,Wedding,2025-04-06,2025-04,Dallas,Texas,United States,2294.19,Bank Transfer,Direct Visit,Returning Customer,Saturday,11:00
Barbara Hunt,brucefrancisco@example.org,Event,2024-09-29,2024-09,Fredericton,New Brunswick,Canada,686.88,Cash,Referral,Returning Customer,Thursday,12:00
Michael Howard,nelsonrobert@example.com,Product,2024-05-31,2024-05,Spokane,Washington,United States,857.62,PayPal,Direct Visit,Returning Customer,Tuesday,14:00
Mark Jones,katiewhite@example.org,Real Estate,2024-04-25,2024-04,Miami,Florida,United States,303.75,Bank Transfer,Email Campaign,New Customer,Monday,13:30
Frank Stewart,joseph51@example.net,Wedding,2024-11-13,2024-11,Idaho Falls,Idaho,United States,1854.96,Credit Card,Google Search,Occasional Buyer,Saturday,17:00
Alexandria Holmes,kimberly65@example.org,Wedding,2024-11-06,2024-11,Boise,Idaho,United States,1562.65,Apple Pay,Direct Visit,Business Client,Saturday,11:00
Daniel Lopez,butlersabrina@example.org,Event,2024-05-15,2024-05,Dallas,Texas,United States,955.49,Cash,Facebook,Business Client,Thursday,19:00
Karen Collins,don79@example.net,Portrait,2025-02-01,2025-02,Winnipeg,Manitoba,Canada,317.82,Credit Card,Email Campaign,New Customer,Thursday,18:30
Michael Johnson,walkermelissa@example.org,Real Estate,2025-01-12,2025-01,Winnipeg,Manitoba,Canada,155.99,Credit Card,Email Campaign,Business Client,Friday,13:30
Daniel Zavala,yvazquez@example.org,Wedding,2024-12-15,2024-12,Albany,New York,United States,2892.06,Cash,Direct Visit,Returning Customer,Sunday,11:00
Nicole Williams,johnsondonna@example.net,Event,2024-05-06,2024-05,Little Rock,Arkansas,United States,662.93,Bank Transfer,Facebook,Returning Customer,Friday,19:00
David Jones,websterkimberly@example.net,Real Estate,2024-04-29,2024-04,San Diego,California,United States,210.41,Bank Transfer,Email Campaign,Occasional Buyer,Thursday,11:00
Cathy Bell,thomasjulie@example.com,Event,2024-06-22,2024-06,Boston,Massachusetts,United States,742.21,Bank Transfer,Referral,New Customer,Thursday,12:00
Christopher Mason,williamjones@example.net,Portrait,2025-03-21,2025-03,Little Rock,Arkansas,United States,175.0,Credit Card,Referral,Business Client,Wednesday,18:30
Michelle Brandt,rachelmedina@example.net,Portrait,2025-01-12,2025-01,Halifax,Nova Scotia,Canada,260.82,Cash,Direct Visit,Occasional Buyer,Tuesday,18:30
Jonathan Zimmerman,helen27@example.net,Portrait,2024-05-14,2024-05,Spokane,Washington,United States,348.73,Bank Transfer,Email Campaign,Returning Customer,Friday,18:30
Henry Gray,willierussell@example.com,Portrait,2025-03-24,2025-03,Kansas City,Missouri,United States,143.5,Apple Pay,Direct Visit,Business Client,Friday,13:00
Chad Farmer,angela01@example.com,Wedding,2024-05-23,2024-05,Seattle,Washington,United States,2625.0,PayPal,Referral,Business Client,Sunday,17:00
Jesus Fitzgerald,aperez@example.com,Stock Photo License,2024-10-05,2024-10,Boise,Idaho,United States,33.7,Credit Card,Facebook,New Customer,Friday,17:00
Scott Jacobson,xcrosby@example.org,Event,2025-04-03,2025-04,Little Rock,Arkansas,United States,648.8,Bank Transfer,Instagram,New Customer,Sunday,12:00
Megan Sanders,wilsonralph@example.net,Portrait,2024-04-12,2024-04,Toronto,Ontario,Canada,468.35,Cash,Facebook,Returning Customer,Monday,18:30
Timothy Levine,coxjames@example.org,Wedding,2024-11-10,2024-11,Toronto,Ontario,Canada,3300.42,PayPal,Google Search,Returning Customer,Saturday,11:00
Barbara Massey DDS,kathy99@example.com,Product,2024-11-11,2024-11,Boise,Idaho,United States,580.3,Bank Transfer,Email Campaign,Business Client,Wednesday,12:00
Terri Kelly,garcher@example.com,Wedding,2025-01-09,2025-01,Little Rock,Arkansas,United States,2364.63,Cash,Instagram,New Customer,Sunday,17:00
Bryan Burns,courtneytaylor@example.org,Product,2024-05-31,2024-05,Quebec City,Quebec,Canada,228.35,Bank Transfer,Email Campaign,New Customer,Tuesday,10:00
Kathleen Johnson,patrickshelton@example.org,Product,2025-01-03,2025-01,Albany,New York,United States,800.56,PayPal,Google Search,Occasional Buyer,Wednesday,14:00
Paige Guerrero,msparks@example.com,Wedding,2024-07-27,2024-07,Quebec City,Quebec,Canada,1891.59,Apple Pay,Email Campaign,Business Client,Saturday,19:00
Dennis Cooper PhD,cisnerosanthony@example.com,Event,2024-12-06,2024-12,Quebec City,Quebec,Canada,752.39,Credit Card,Email Campaign,New Customer,Sunday,19:00
Jerry Farrell,cstevens@example.org,Wedding,2025-02-24,2025-02,Boston,Massachusetts,United States,2935.85,Credit Card,Google Search,New Customer,Saturday,17:00
Elizabeth Mccarthy,tjordan@example.net,Wedding,2024-10-28,2024-10,Edmonton,Alberta,Canada,2392.96,Bank Transfer,Email Campaign,New Customer,Saturday,19:00
Laura Henry,kalvarez@example.net,Wedding,2024-08-28,2024-08,Cambridge,Massachusetts,United States,3492.0,Credit Card,Facebook,Occasional Buyer,Saturday,14:00
Kevin Gray,katie45@example.org,Wedding,2024-04-28,2024-04,Cambridge,Massachusetts,United States,3478.39,PayPal,Google Search,Returning Customer,Friday,14:00
Russell Bailey,hubbardcolleen@example.com,Event,2024-04-18,2024-04,Tampa,Florida,United States,565.41,Cash,Facebook,New Customer,Thursday,15:00
Hunter Bell,johnwong@example.net,Event,2024-05-13,2024-05,Idaho Falls,Idaho,United States,504.14,Cash,Facebook,New Customer,Friday,19:00
Sheila Wilson,andrewnguyen@example.com,Portrait,2024-05-09,2024-05,Fredericton,New Brunswick,Canada,193.91,PayPal,Facebook,New Customer,Thursday,10:00
Jose Fisher,dominguezbrianna@example.com,Event,2024-12-04,2024-12,New York City,New York,United States,1290.8,PayPal,Referral,New Customer,Thursday,12:00
Kenneth Stokes,vazquezjamie@example.com,Product,2024-08-24,2024-08,New York City,New York,United States,800.98,PayPal,Email Campaign,Occasional Buyer,Tuesday,14:00
Gina Mendez,tara37@example.net,Portrait,2024-10-09,2024-10,Cambridge,Massachusetts,United States,343.67,Apple Pay,Facebook,Business Client,Tuesday,16:30
Sara Herrera,joseph49@example.com,Wedding,2025-02-12,2025-02,St. Louis,Missouri,United States,2127.46,PayPal,Email Campaign,Business Client,Saturday,17:00
