Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment
Michelle Copeland,vargassteven@example.net,Real Estate,2024-12-09,2024-12,Ottawa,Ontario,Canada,252.7,Bank Transfer,Email Campaign,New Customer
Eric Sullivan,jenningscandace@example.com,Real Estate,2024-05-13,2024-05,Boise,Idaho,United States,459.63,Cash,Email Campaign,New Customer
Amy Robinson,paigeberger@example.net,Stock Photo License,2024-08-05,2024-08,Fredericton,New Brunswick,Canada,36.52,Bank Transfer,Instagram,New Customer
Mary Chavez,peter97@example.org,Real Estate,2025-01-29,2025-01,Los Angeles,California,United States,123.53,Credit Card,Referral,Business Client
Elizabeth Bauer,samantha65@example.org,Wedding,2024-06-22,2024-06,Winnipeg,Manitoba,Canada,2227.62,Cash,Google Search,Business Client
Kayla Abbott,bryan80@example.org,Product,2024-11-07,2024-11,Little Rock,Arkansas,United States,300.89,Apple Pay,Instagram,New Customer
Heather Callahan,youngjacqueline@example.com,Event,2024-12-21,2024-12,Springfield,Illinois,United States,617.16,Cash,Google Search,Returning Customer
Jennifer Graham,elainewells@example.org,Real Estate,2024-11-22,2024-11,Winnipeg,Manitoba,Canada,472.48,Credit Card,Referral,Business Client
Heather Butler,whitney22@example.org,Portrait,2024-10-28,2024-10,Spokane,Washington,United States,309.66,Apple Pay,Instagram,Returning Customer
Nathan Tucker,iproctor@example.org,Portrait,2024-05-04,2024-05,St. Louis,Missouri,United States,157.6,Bank Transfer,Google Search,New Customer
Shannon English,dhanson@example.net,Event,2024-05-28,2024-05,San Francisco,California,United States,850.64,Cash,Referral,New Customer
Janice Perez,kjacobs@example.com,Portrait,2024-09-10,2024-09,Winnipeg,Manitoba,Canada,287.46,Apple Pay,Google Search,Business Client
Jonathan Jenkins,arthur09@example.com,Wedding,2025-02-11,2025-02,Vancouver,British Columbia,Canada,3488.68,Bank Transfer,Referral,New Customer
John Vaughn,jessicafox@example.com,Portrait,2024-12-21,2024-12,Montreal,Quebec,Canada,223.37,Cash,Direct Visit,New Customer
Steve Davis,qmccoy@example.net,Wedding,2024-09-25,2024-09,Victoria,British Columbia,Canada,3251.95,Cash,Google Search,New Customer
Rebecca Edwards,bergeramanda@example.org,Portrait,2024-05-06,2024-05,Austin,Texas,United States,258.85,PayPal,Facebook,Returning Customer
Julie Gross,zgomez@example.com,Portrait,2024-09-26,2024-09,Cambridge,Massachusetts,United States,193.79,Cash,Facebook,New Customer
Thomas Curry,bryan79@example.org,Real Estate,2024-07-22,2024-07,Winnipeg,Manitoba,Canada,210.53,PayPal,Google Search,Business Client
Dorothy Mclaughlin,mitchellchristopher@example.net,Wedding,2024-11-03,2024-11,Montreal,Quebec,Canada,2575.2,PayPal,Facebook,New Customer
Darlene Gilbert,michaela01@example.net,Wedding,2024-05-06,2024-05,Orlando,Florida,United States,2741.71,Cash,Google Search,New Customer
Brittany Griffin,josehaynes@example.com,Event,2024-06-10,2024-06,Idaho Falls,Idaho,United States,927.1,Cash,Instagram,New Customer
Amanda Riggs,caitlinunderwood@example.com,Real Estate,2024-06-13,2024-06,Ottawa,Ontario,Canada,124.96,Bank Transfer,Email Campaign,Business Client
James Guerrero,jasonnavarro@example.com,Event,2025-01-08,2025-01,New York City,New York,United States,916.24,Bank Transfer,Referral,New Customer
Robert Williams,tross@example.com,Wedding,2024-04-27,2024-04,Little Rock,Arkansas,United States,1465.5,PayPal,Instagram,Business Client
Kim James,jwells@example.net,Wedding,2025-01-06,2025-01,San Diego,California,United States,2064.4,Apple Pay,Facebook,Occasional Buyer
Timothy Cole,suzanne01@example.net,Real Estate,2025-02-20,2025-02,Vancouver,British Columbia,Canada,286.3,Credit Card,Facebook,Business Client
Jessica Hull,matthew41@example.com,Portrait,2024-11-27,2024-11,Halifax,Nova Scotia,Canada,183.86,PayPal,Email Campaign,Business Client
Raymond Curry,aprilbyrd@example.org,Event,2024-12-03,2024-12,Seattle,Washington,United States,688.03,PayPal,Google Search,Occasional Buyer
Adam Jones,gdavis@example.net,Wedding,2024-07-31,2024-07,Boise,Idaho,United States,1551.69,Apple Pay,Direct Visit,Business Client
Douglas Lee,harveybrian@example.net,Portrait,2024-09-18,2024-09,Halifax,Nova Scotia,Canada,266.3,Credit Card,Email Campaign,Returning Customer
Tiffany Little,millercassandra@example.com,Stock Photo License,2024-12-04,2024-12,Chicago,Illinois,United States,42.19,Cash,Direct Visit,Business Client
Kylie Coffey,dominguezjon@example.com,Event,2024-12-04,2024-12,Montreal,Quebec,Canada,625.46,Cash,Referral,Occasional Buyer
Jesse Carney,qschwartz@example.com,Product,2024-12-05,2024-12,Fredericton,New Brunswick,Canada,382.68,Bank Transfer,Direct Visit,Returning Customer
Destiny Brown,dcook@example.com,Real Estate,2024-07-11,2024-07,Tampa,Florida,United States,347.0,PayPal,Facebook,New Customer
Jeremiah Vasquez,chelseywhite@example.com,Portrait,2025-03-23,2025-03,Austin,Texas,United States,231.73,Credit Card,Referral,Occasional Buyer
Jessica Mendez,gainesjennifer@example.org,Wedding,2024-05-17,2024-05,Austin,Texas,United States,1569.09,PayPal,Facebook,New Customer
Nicholas Waters,mosleyeduardo@example.net,Portrait,2024-04-20,2024-04,Boise,Idaho,United States,227.74,Credit Card,Facebook,New Customer
James Hernandez,rebecca90@example.net,Event,2024-04-08,2024-04,Cambridge,Massachusetts,United States,934.86,Apple Pay,Direct Visit,Occasional Buyer
Karen Powell,fernandezaaron@example.net,Wedding,2024-12-22,2024-12,Idaho Falls,Idaho,United States,2123.04,Credit Card,Email Campaign,New Customer
Mr. Timothy Howard,richard15@example.net,Product,2025-02-01,2025-02,Tampa,Florida,United States,533.27,Apple Pay,Instagram,New Customer
Ryan Hodges,deborah28@example.org,Portrait,2025-02-14,2025-02,Winnipeg,Manitoba,Canada,147.75,Credit Card,Referral,Business Client
Elizabeth Price,mccoymichael@example.org,Real Estate,2025-03-28,2025-03,Buffalo,New York,United States,277.99,Credit Card,Email Campaign,Business Client
Collin Johnson,cortezbrittany@example.com,Wedding,2025-02-25,2025-02,Boston,Massachusetts,United States,2315.08,PayPal,Direct Visit,Business Client
Maria Porter,blevy@example.org,Event,2024-08-28,2024-08,Springfield,Illinois,United States,580.7,PayPal,Instagram,New Customer
Nathan Sullivan,lindsaycontreras@example.com,Wedding,2024-08-10,2024-08,Fredericton,New Brunswick,Canada,1431.16,Bank Transfer,Instagram,New Customer
Kimberly Figueroa,sandyjohnson@example.org,Wedding,2025-03-18,2025-03,Springfield,Illinois,United States,2148.2,Apple Pay,Referral,New Customer
Terry Montgomery,jacquelineanderson@example.org,Wedding,2024-10-03,2024-10,San Diego,California,United States,2939.72,PayPal,Facebook,New Customer
Samantha Davis,marybrown@example.org,Real Estate,2024-11-25,2024-11,Kansas City,Missouri,United States,389.7,Credit Card,Email Campaign,Returning Customer
Lisa Brown,ronaldcain@example.net,Wedding,2024-05-19,2024-05,Spokane,Washington,United States,3079.0,PayPal,Google Search,New Customer
William Johnston,marcoconnell@example.org,Wedding,2024-12-12,2024-12,Spokane,Washington,United States,2586.79,PayPal,Direct Visit,New Customer
Gabriela Martinez,katherinejackson@example.com,Stock Photo License,2025-01-12,2025-01,Halifax,Nova Scotia,Canada,30.2,Credit Card,Instagram,New Customer
Timothy Williams,moodycrystal@example.com,Wedding,2024-10-27,2024-10,Little Rock,Arkansas,United States,1327.22,Cash,Google Search,New Customer
John Smith,saramann@example.net,Event,2025-01-17,2025-01,Buffalo,New York,United States,1308.65,Apple Pay,Instagram,Business Client
Robert Barton,jamiebowman@example.net,Portrait,2025-02-26,2025-02,Springfield,Illinois,United States,364.63,Bank Transfer,Google Search,New Customer
Christopher Holt,jennifersalazar@example.org,Product,2024-09-19,2024-09,Cambridge,Massachusetts,United States,947.05,Bank Transfer,Referral,New Customer
Hannah Smith,jamesdowns@example.org,Stock Photo License,2024-11-23,2024-11,Spokane,Washington,United States,38.35,Apple Pay,Instagram,New Customer
Victoria Romero,qtownsend@example.org,Wedding,2024-11-20,2024-11,Fredericton,New Brunswick,Canada,2331.97,PayPal,Direct Visit,New Customer
Robert Jennings,kjimenez@example.net,Event,2024-07-18,2024-07,Victoria,British Columbia,Canada,642.52,Cash,Instagram,New Customer
Jackson Clark,matthew70@example.org,Wedding,2025-03-11,2025-03,Tampa,Florida,United States,2775.73,Bank Transfer,Email Campaign,Business Client
Casey Floyd,erobertson@example.org,Event,2025-01-03,2025-01,Boston,Massachusetts,United States,399.62,Cash,Referral,Returning Customer
Erika Gonzalez,jerry15@example.org,Stock Photo License,2024-12-28,2024-12,Springfield,Illinois,United States,29.73,PayPal,Facebook,Returning Customer
Sheila Bennett,charlesrichards@example.org,Event,2024-05-13,2024-05,Kansas City,Missouri,United States,1019.75,Credit Card,Google Search,Occasional Buyer
Timothy Gibson,dbrooks@example.net,Wedding,2025-02-27,2025-02,Cambridge,Massachusetts,United States,3540.37,PayPal,Google Search,New Customer
Derrick Rogers,schwartzbrian@example.org,Event,2024-06-18,2024-06,Orlando,Florida,United States,379.51,Credit Card,Facebook,Returning Customer
Jason Wolf,oliviamunoz@example.net,Wedding,2024-05-18,2024-05,Orlando,Florida,United States,2924.54,Credit Card,Google Search,Returning Customer
Laura Tran,christophervincent@example.com,Product,2025-03-22,2025-03,Little Rock,Arkansas,United States,546.44,Apple Pay,Email Campaign,Business Client
John Ford,blairjill@example.org,Wedding,2025-02-17,2025-02,Chicago,Illinois,United States,1870.12,Apple Pay,Instagram,Occasional Buyer
Daniel Pennington,robinvillanueva@example.com,Product,2024-07-07,2024-07,Boston,Massachusetts,United States,523.6,Apple Pay,Referral,New Customer
John Mack,simmonsphillip@example.net,Portrait,2025-04-01,2025-04,Cambridge,Massachusetts,United States,289.84,PayPal,Facebook,Business Client
David Hansen,steelerichard@example.org,Wedding,2025-02-02,2025-02,Orlando,Florida,United States,1885.26,Apple Pay,Google Search,Returning Customer
Matthew Davis,kcaldwell@example.net,Stock Photo License,2024-05-26,2024-05,Boise,Idaho,United States,48.98,Bank Transfer,Instagram,New Customer
Lauren Bray,tingram@example.com,Wedding,2024-09-23,2024-09,Houston,Texas,United States,2410.4,Cash,Referral,New Customer
Lori Padilla,daltonchad@example.net,Wedding,2024-06-14,2024-06,Toronto,Ontario,Canada,2203.1,Credit Card,Facebook,New Customer
Jeffery Nelson,kristinmiller@example.com,Wedding,2024-08-07,2024-08,Edmonton,Alberta,Canada,1798.21,Bank Transfer,Referral,Returning Customer
Tony Leonard,rodriguezmichael@example.net,Wedding,2025-01-02,2025-01,Calgary,Alberta,Canada,2796.01,Apple Pay,Referral,New Customer
Matthew Bush,devonrogers@example.net,Real Estate,2024-04-22,2024-04,Fredericton,New Brunswick,Canada,384.22,Credit Card,Facebook,Business Client
Todd Carpenter,karenhodges@example.com,Portrait,2024-05-19,2024-05,Winnipeg,Manitoba,Canada,319.97,PayPal,Direct Visit,Returning Customer
Michael Ramirez,watsonshaun@example.net,Portrait,2024-08-15,2024-08,Spokane,Washington,United States,249.35,Cash,Instagram,Occasional Buyer
Michael Gregory,shannon51@example.org,Wedding,2024-10-17,2024-10,Boston,Massachusetts,United States,2126.21,PayPal,Referral,New Customer
Bobby Hurst,susan11@example.org,Portrait,2025-02-28,2025-02,Houston,Texas,United States,349.61,Apple Pay,Direct Visit,New Customer
Kathleen Golden,cartertara@example.net,Event,2024-07-17,2024-07,Springfield,Illinois,United States,722.08,Bank Transfer,Facebook,Occasional Buyer
Jason Rojas,carterbryan@example.org,Real Estate,2025-03-15,2025-03,Miami,Florida,United States,344.45,Credit Card,Google Search,New Customer
Gabriella Lane,todd88@example.com,Real Estate,2025-02-07,2025-02,Little Rock,Arkansas,United States,283.28,Cash,Instagram,Returning Customer
Stephanie Parker,jeremy54@example.org,Real Estate,2024-09-22,2024-09,Boston,Massachusetts,United States,471.74,Apple Pay,Facebook,New Customer
Tyler Montgomery,jennifermitchell@example.org,Real Estate,2024-06-01,2024-06,Idaho Falls,Idaho,United States,99.85,Apple Pay,Facebook,Returning Customer
Mary Hernandez,darylchaney@example.net,Stock Photo License,2025-02-09,2025-02,Kansas City,Missouri,United States,41.6,Apple Pay,Facebook,Business Client
Cody Hart,wadetiffany@example.org,Wedding,2024-05-24,2024-05,Victoria,British Columbia,Canada,3390.67,Credit Card,Instagram,New Customer
Carla Turner,sullivanvictor@example.org,Event,2024-08-22,2024-08,Cambridge,Massachusetts,United States,1315.82,Bank Transfer,Direct Visit,New Customer
Brittney Cordova,deborah47@example.com,Portrait,2025-03-20,2025-03,Edmonton,Alberta,Canada,313.96,Cash,Referral,Returning Customer
Wendy Estrada,hmorgan@example.net,Stock Photo License,2025-03-28,2025-03,Winnipeg,Manitoba,Canada,52.9,Bank Transfer,Facebook,Business Client
Michael Wilson,moralesmary@example.com,Product,2024-09-30,2024-09,Victoria,British Columbia,Canada,893.12,Bank Transfer,Email Campaign,New Customer
Lee Lee,kimberlywang@example.org,Real Estate,2024-08-16,2024-08,Chicago,Illinois,United States,220.67,Cash,Instagram,Returning Customer
Jill Powers,daughertypreston@example.com,Portrait,2024-04-16,2024-04,Springfield,Illinois,United States,206.75,Apple Pay,Facebook,New Customer
Terri Kerr,raymond65@example.com,Wedding,2024-08-02,2024-08,Spokane,Washington,United States,3360.42,Credit Card,Referral,Returning Customer
Gregory Madden,lewispamela@example.net,Wedding,2024-08-22,2024-08,Boise,Idaho,United States,1955.44,Cash,Direct Visit,New Customer
Donna Shaffer,achandler@example.org,Portrait,2025-04-06,2025-04,New York City,New York,United States,293.93,Apple Pay,Google Search,Returning Customer
Briana Turner,carl96@example.org,Wedding,2025-02-07,2025-02,San Francisco,California,United States,2176.26,Bank Transfer,Google Search,New Customer
Denise Thompson,wpage@example.org,Wedding,2024-04-10,2024-04,Boston,Massachusetts,United States,3580.98,Bank Transfer,Google Search,New Customer
Donna Henry,mary47@example.net,Portrait,2024-06-19,2024-06,Dallas,Texas,United States,207.62,Apple Pay,Referral,Returning Customer
Rick Moore,stephanie71@example.net,Product,2025-01-03,2025-01,Orlando,Florida,United States,480.37,Cash,Facebook,Returning Customer
Christopher Knox,anthonyhubbard@example.com,Event,2024-12-07,2024-12,Quebec City,Quebec,Canada,522.88,PayPal,Referral,New Customer
Patrick Perkins,ooneill@example.net,Wedding,2025-04-06,2025-04,Halifax,Nova Scotia,Canada,1702.98,PayPal,Google Search,Business Client
Barbara Hunt,brucefrancisco@example.org,Wedding,2024-09-29,2024-09,Calgary,Alberta,Canada,1633.18,PayPal,Email Campaign,New Customer
Michael Howard,nelsonrobert@example.com,Event,2024-05-31,2024-05,Boise,Idaho,United States,711.19,Credit Card,Referral,New Customer
Mark Jones,katiewhite@example.org,Portrait,2024-04-25,2024-04,Little Rock,Arkansas,United States,262.19,PayPal,Direct Visit,New Customer
Frank Stewart,joseph51@example.net,Wedding,2024-11-13,2024-11,San Francisco,California,United States,2252.9,Bank Transfer,Referral,Business Client
Alexandria Holmes,kimberly65@example.org,Product,2024-11-06,2024-11,Seattle,Washington,United States,256.51,Bank Transfer,Email Campaign,Business Client
Daniel Lopez,butlersabrina@example.org,Wedding,2024-05-15,2024-05,Dallas,Texas,United States,2640.79,Credit Card,Email Campaign,New Customer
Karen Collins,don79@example.net,Real Estate,2025-02-01,2025-02,Kansas City,Missouri,United States,110.7,Credit Card,Email Campaign,Business Client
Michael Johnson,walkermelissa@example.org,Event,2025-01-12,2025-01,New York City,New York,United States,618.29,Cash,Google Search,Business Client
Daniel Zavala,yvazquez@example.org,Portrait,2024-12-15,2024-12,Houston,Texas,United States,213.39,Apple Pay,Email Campaign,Returning Customer
Nicole Williams,johnsondonna@example.net,Event,2024-05-06,2024-05,Winnipeg,Manitoba,Canada,994.02,PayPal,Referral,New Customer
David Jones,websterkimberly@example.net,Product,2024-04-29,2024-04,San Francisco,California,United States,603.61,Credit Card,Referral,Returning Customer
Cathy Bell,thomasjulie@example.com,Real Estate,2024-06-22,2024-06,Winnipeg,Manitoba,Canada,239.43,Credit Card,Referral,New Customer
Christopher Mason,williamjones@example.net,Real Estate,2025-03-21,2025-03,Seattle,Washington,United States,528.44,Bank Transfer,Referral,Returning Customer
Michelle Brandt,rachelmedina@example.net,Wedding,2025-01-12,2025-01,Miami,Florida,United States,2276.32,Bank Transfer,Referral,New Customer
Jonathan Zimmerman,helen27@example.net,Event,2024-05-14,2024-05,Edmonton,Alberta,Canada,306.51,Bank Transfer,Facebook,Returning Customer
Henry Gray,willierussell@example.com,Event,2025-03-24,2025-03,Boise,Idaho,United States,399.7,Cash,Direct Visit,Business Client
Chad Farmer,angela01@example.com,Wedding,2024-05-23,2024-05,Cambridge,Massachusetts,United States,3506.8,Cash,Referral,Business Client
Jesus Fitzgerald,aperez@example.com,Product,2024-10-05,2024-10,Little Rock,Arkansas,United States,676.86,Credit Card,Direct Visit,Returning Customer
Scott Jacobson,xcrosby@example.org,Wedding,2025-04-03,2025-04,St. Louis,Missouri,United States,2544.7,Credit Card,Referral,Returning Customer
Megan Sanders,wilsonralph@example.net,Real Estate,2024-04-12,2024-04,San Diego,California,United States,212.71,Apple Pay,Direct Visit,Business Client
Timothy Levine,coxjames@example.org,Wedding,2024-11-10,2024-11,St. Louis,Missouri,United States,2437.9,Credit Card,Instagram,Returning Customer
Barbara Massey DDS,kathy99@example.com,Portrait,2024-11-11,2024-11,Little Rock,Arkansas,United States,174.03,Apple Pay,Instagram,Occasional Buyer
