Customer Name,Email,Photo Type,Purchase Date,Price USD,City,State/Province,Country,Payment Method,Shoot Day,Shoot Time
Rebecca Harris,simmonsstuart@example.org,Headshot,2024-12-28,262.28,North Glenn,British Columbia,Canada,Cash,Tuesday,15:00
Dustin West,josephharrington@example.org,Product,2025-03-22,481.44,South Gregory,Alberta,Canada,PayPal,Monday,12:00
Jay Lynch,ywolf@example.com,Product,2024-04-15,225.41,Raymondburgh,Nova Scotia,Canada,Credit Card,Wednesday,12:00
Tammy Larson,angelathompson@example.com,Wedding,2024-09-24,1572.6,Simmonsland,Saskatchewan,Canada,e-Transfer,Saturday,17:00
Andrea Taylor,mgonzalez@example.org,Real Estate,2024-04-12,364.96,Campbellside,Saskatchewan,Canada,Cash,Wednesday,11:00
Tracy Brooks,lparker@example.org,Event,2024-09-04,450.59,Travischester,North Carolina,United States,Credit Card,Thursday,12:00
Phillip Krueger,william75@example.net,Engagement,2024-04-29,250.07,North Paulshire,Tennessee,United States,Cash,Monday,11:00
Andrew Li,terrydeanna@example.com,Wedding,2024-11-15,1260.64,Housebury,North Carolina,United States,Cash,Saturday,11:00
Mary Martin,wisedawn@example.com,Engagement,2024-08-31,225.29,West John,Georgia,United States,Venmo,Thursday,15:00
Jeffery Holt,uwillis@example.com,Event,2025-01-08,863.83,New Reneechester,California,United States,Credit Card,Friday,19:00
Debra Clark,ahale@example.org,Headshot,2025-01-31,189.21,North Daisystad,Nova Scotia,Canada,e-Transfer,Wednesday,15:00
Mary Quinn,gregorylopez@example.org,Real Estate,2024-06-19,289.04,North Chadchester,Saskatchewan,Canada,Cash,Friday,09:30
Robert Lopez,bradylisa@example.org,Real Estate,2024-07-11,363.12,New Stacy,Alberta,Canada,PayPal,Friday,11:00
Carol Carter,emartinez@example.com,Product,2024-04-18,190.3,Alexanderville,British Columbia,Canada,PayPal,Wednesday,12:00
Alexandra Adams,ortegakristina@example.org,Portrait (Studio),2024-05-13,152.64,South Todd,British Columbia,Canada,Cash,Friday,11:00
Kara Rogers,rrogers@example.com,Real Estate,2025-04-08,123.16,South Carrieview,Ontario,Canada,Cash,Thursday,11:00
Anthony Kelly,linda07@example.net,Product,2024-09-02,281.82,West Elizabeth,Quebec,Canada,Cash,Tuesday,10:00
Diana Lyons,miguelmontgomery@example.net,Real Estate,2025-02-20,286.1,North Carolyn,Nova Scotia,Canada,Cash,Tuesday,09:30
Dr. Robin Smith,morgan57@example.org,Engagement,2024-11-16,278.89,Kellertown,Indiana,United States,Cash,Thursday,17:00
Todd David,shatfield@example.org,Product,2025-01-01,462.27,Stevensonland,Alberta,Canada,PayPal,Wednesday,12:00
Sherri Glover,andersonlaura@example.com,Product,2025-02-06,180.81,Catherineberg,Massachusetts,United States,Cash,Tuesday,12:00
Karen Fernandez,jasonmullins@example.net,Event,2024-12-20,544.92,Jacksonmouth,Ontario,Canada,PayPal,Sunday,12:00
Timothy Orr,jeffrey47@example.net,Wedding,2024-05-23,3430.35,South Victoriatown,British Columbia,Canada,PayPal,Saturday,11:00
Robert Cook II,schneidernicholas@example.net,Headshot,2025-01-04,209.6,New Cynthia,Illinois,United States,Credit Card,Monday,11:00
Jessica Hall,darrell11@example.org,Event,2024-08-10,495.47,Valdezside,British Columbia,Canada,Cash,Sunday,15:00
Bethany Edwards,aray@example.com,Headshot,2024-04-30,297.86,Lake Sheri,Texas,United States,Venmo,Wednesday,11:00
Ray Salinas,aprilguzman@example.org,Product,2024-05-17,326.59,Port Paul,Ohio,United States,Venmo,Friday,12:00
Tommy Hood,jfrazier@example.net,Product,2024-07-20,321.71,New Melissamouth,Washington,United States,e-Transfer,Monday,10:00
Becky Shea DDS,nwelch@example.com,Engagement,2024-07-23,421.29,New Lukehaven,Saskatchewan,Canada,Credit Card,Monday,11:00
Mitchell Charles,isabellawilliams@example.org,Real Estate,2025-02-15,373.08,Brownmouth,Saskatchewan,Canada,e-Transfer,Tuesday,11:00
Kimberly Rogers DDS,katherine61@example.net,Portrait (Studio),2024-12-29,189.65,Evansburgh,North Carolina,United States,e-Transfer,Monday,17:00
Kimberly Davis,karen90@example.net,Headshot,2024-07-28,174.7,Heatherborough,New York,United States,PayPal,Wednesday,11:00
Doris Thomas,lindagonzalez@example.net,Headshot,2024-04-11,208.54,New Devin,Manitoba,Canada,Credit Card,Monday,11:00
William Shelton,saradavis@example.com,Event,2024-06-12,1010.23,Lake Kristenberg,Saskatchewan,Canada,PayPal,Thursday,12:00
Tracy Sims,hsanchez@example.org,Portrait (Studio),2024-08-31,342.7,North Tinamouth,Ontario,Canada,e-Transfer,Tuesday,11:00
Jaime Holt,stricklandmichelle@example.net,Product,2024-08-25,431.31,Haileyburgh,Missouri,United States,Credit Card,Monday,12:00
Bryan May,andrewberry@example.net,Engagement,2024-09-30,346.35,Richardsonville,Nova Scotia,Canada,Cash,Wednesday,17:00
Mr. Jeffrey Duncan,nguyenjennifer@example.net,Headshot,2024-06-14,148.24,Port Brittanyfurt,North Carolina,United States,Credit Card,Thursday,15:00
Kerri Brown,molinajared@example.net,Event,2025-03-02,935.96,South Angelaside,Quebec,Canada,PayPal,Saturday,19:00
Justin Mcbride,williamsbailey@example.net,Real Estate,2024-06-06,252.11,Port Carol,Florida,United States,Cash,Thursday,11:00
Caleb Evans,rodneylandry@example.org,Engagement,2024-07-07,334.82,Melissaton,Alberta,Canada,Credit Card,Wednesday,17:00
Jill Ray,alexandra59@example.net,Product,2024-10-11,437.11,New Rebeccaport,California,United States,Cash,Thursday,14:00
Charles Chase,susanguzman@example.org,Product,2024-11-10,313.83,Lake Loribury,Saskatchewan,Canada,Credit Card,Friday,10:00
David James,ricardomiller@example.com,Headshot,2024-12-11,341.79,Davidchester,Nova Scotia,Canada,PayPal,Thursday,11:00
Debra Schultz,jenniferelliott@example.net,Real Estate,2025-02-02,227.59,New James,Ontario,Canada,Credit Card,Thursday,13:30
Richard Gray,chrismartinez@example.org,Real Estate,2024-12-14,370.38,South Lorraine,Texas,United States,PayPal,Monday,09:30
Gavin Nelson,joshuagarcia@example.org,Wedding,2024-08-24,2316.35,Jonesland,Manitoba,Canada,e-Transfer,Saturday,19:00
Sheri Chapman,wdavis@example.net,Wedding,2024-11-03,2042.61,Port Saraburgh,Ohio,United States,e-Transfer,Saturday,11:00
Carolyn Potts,zwhite@example.net,Product,2024-12-12,185.98,Andreaville,Nova Scotia,Canada,e-Transfer,Monday,12:00
Michael Reeves,douglasbradley@example.com,Product,2024-04-27,468.8,Woodsberg,Florida,United States,Venmo,Friday,12:00
Jennifer Ellis,zandersen@example.com,Wedding,2024-10-08,3372.59,Jasminebury,Georgia,United States,Cash,Sunday,11:00
Sierra Cervantes,cynthia14@example.com,Event,2025-01-15,470.51,Stephaniehaven,Missouri,United States,Cash,Friday,19:00
Carmen Brown,angela70@example.com,Event,2024-12-11,971.5,Lake Christopherbury,Saskatchewan,Canada,Cash,Saturday,19:00
Megan Patel,sullivanchristina@example.net,Wedding,2024-04-10,1583.66,South Tyler,Saskatchewan,Canada,PayPal,Saturday,19:00
Patrick Tapia,lawsontami@example.net,Real Estate,2025-03-14,499.4,Parkstad,Manitoba,Canada,e-Transfer,Thursday,11:00
Kayla Farley,ksimpson@example.com,Product,2025-03-28,317.27,East Charles,Manitoba,Canada,PayPal,Thursday,14:00
Sarah Hodge,kevin44@example.org,Real Estate,2024-04-08,327.34,Robinbury,British Columbia,Canada,Cash,Thursday,13:30
Tina Robertson,wallspatricia@example.com,Event,2024-04-29,1163.84,Robinsonport,Michigan,United States,Cash,Thursday,19:00
Aaron Zamora,richardsmith@example.com,Wedding,2024-10-05,2390.5,New Stevenport,Michigan,United States,PayPal,Sunday,17:00
Thomas Smith,jeremy65@example.com,Engagement,2024-08-19,456.72,New Willieberg,Manitoba,Canada,PayPal,Monday,17:00
Jeffrey Franco,donaldburgess@example.org,Wedding,2024-08-17,1286.79,New Lisa,British Columbia,Canada,PayPal,Saturday,14:00
James Manning,martinjames@example.com,Engagement,2025-03-25,276.87,North Jake,Manitoba,Canada,PayPal,Wednesday,11:00
Rebecca Klein,karen68@example.net,Headshot,2025-03-12,119.3,Davidfort,Tennessee,United States,Cash,Wednesday,15:00
Beth Cooper,saundersjoel@example.net,Product,2025-02-05,558.45,Andersonville,Ontario,Canada,Cash,Friday,14:00
Dylan Tucker,jwright@example.net,Wedding,2024-10-12,2994.28,Braytown,Nova Scotia,Canada,Cash,Sunday,17:00
Wendy Wright,tgonzalez@example.org,Event,2024-12-20,1137.22,West Katie,Washington,United States,Credit Card,Thursday,12:00
Madison Perez,richardhill@example.org,Portrait (Studio),2025-03-14,281.1,East Victoria,New Jersey,United States,Cash,Wednesday,17:00
Anthony Russell,isabel33@example.com,Headshot,2024-09-10,155.2,Smithborough,Alberta,Canada,Credit Card,Monday,17:00
Derrick Ramirez,jennifer35@example.org,Engagement,2024-06-13,329.58,New Ronaldton,New Jersey,United States,Credit Card,Thursday,11:00
John Kerr,jordanjohnny@example.com,Event,2024-08-19,814.3,North Donnamouth,British Columbia,Canada,Credit Card,Thursday,19:00
Patricia Anderson,judith59@example.net,Event,2024-11-15,751.64,Danieltown,Manitoba,Canada,PayPal,Friday,12:00
Anita Rodriguez,williamstanya@example.net,Event,2025-02-01,655.79,Lake Joshua,Georgia,United States,Credit Card,Friday,19:00
Tom Montgomery,jessica38@example.net,Portrait (Studio),2024-06-03,344.19,Lake Sean,New York,United States,e-Transfer,Wednesday,17:00
Stephanie Malone,patricia71@example.com,Event,2024-05-02,628.74,East Robert,Manitoba,Canada,Credit Card,Friday,15:00
Carol Hill,keithsosa@example.org,Product,2025-01-23,287.17,Millshaven,Manitoba,Canada,PayPal,Wednesday,14:00
Joseph Palmer Jr.,ychristensen@example.net,Event,2025-01-18,340.39,Lake Lisa,Quebec,Canada,Credit Card,Friday,12:00
Christopher Robinson,suarezkrystal@example.com,Wedding,2024-10-09,2901.04,Lawsonborough,Ontario,Canada,e-Transfer,Saturday,14:00
Derrick Wilson,brandonallen@example.org,Headshot,2024-11-28,301.07,Kevinbury,Ontario,Canada,e-Transfer,Wednesday,15:00
Amber Whitney,amandasmith@example.com,Engagement,2024-11-25,422.0,Saraview,Manitoba,Canada,Cash,Tuesday,11:00
Casey Villanueva,mark00@example.com,Real Estate,2024-06-27,397.37,Markside,Washington,United States,Cash,Tuesday,13:30
Veronica Osborne,sharphailey@example.net,Headshot,2024-07-11,231.7,Gregorytown,Michigan,United States,PayPal,Wednesday,11:00
Damon Soto,omoore@example.net,Product,2024-12-29,463.44,Port Scott,Saskatchewan,Canada,Credit Card,Wednesday,10:00
Christopher Lopez,jacobhenry@example.net,Wedding,2024-06-13,2093.88,Eddiefort,California,United States,Venmo,Saturday,17:00
Ruth Mcdaniel,chadjones@example.org,Product,2024-09-21,547.53,Andrewburgh,Manitoba,Canada,Credit Card,Thursday,10:00
Paul Smith,grayandrew@example.org,Portrait (Studio),2025-01-12,271.17,Garciahaven,Pennsylvania,United States,PayPal,Friday,17:00
Todd Greene,rosariodaniel@example.net,Real Estate,2025-02-01,487.38,East Johnland,Texas,United States,PayPal,Friday,13:30
Robin Parker,dmoore@example.net,Real Estate,2024-12-17,235.87,East Donaldshire,California,United States,Venmo,Thursday,11:00
Ashley Tanner,othomas@example.org,Headshot,2024-06-29,187.98,North Malloryville,Nova Scotia,Canada,Credit Card,Wednesday,11:00
Shawn Cruz,vasquezvicki@example.org,Headshot,2024-05-15,164.42,Hernandezport,Quebec,Canada,PayPal,Thursday,11:00
Thomas Gillespie,munozgregory@example.net,Portrait (Studio),2024-08-08,374.29,Michaelmouth,Manitoba,Canada,PayPal,Tuesday,11:00
Melissa Weber,michael14@example.com,Event,2024-12-06,516.32,Lake Ronald,Manitoba,Canada,e-Transfer,Friday,15:00
Shannon Spence,lukemyers@example.net,Event,2025-01-24,788.01,Lisaland,Maryland,United States,Cash,Friday,19:00
Tina Ramirez,morrisdavid@example.com,Headshot,2024-08-15,300.03,Briggsville,Arizona,United States,PayPal,Tuesday,15:00
Mallory Taylor,patrickdunn@example.net,Headshot,2024-10-20,333.26,Colemanchester,Missouri,United States,Cash,Tuesday,15:00
Kelsey Frank,jacquelineyoung@example.org,Headshot,2024-06-21,129.6,South Christopher,New Jersey,United States,e-Transfer,Wednesday,11:00
Amy Bailey,kenneththomas@example.net,Event,2025-03-29,573.01,West Angelaberg,New York,United States,PayPal,Saturday,12:00
Chad Hayden,nicholasjohnson@example.com,Engagement,2024-08-22,207.86,Sanchezbury,Manitoba,Canada,PayPal,Friday,17:00
Sheila Johnson,donald31@example.org,Real Estate,2024-11-02,208.23,Lake Bonniefort,Tennessee,United States,PayPal,Monday,11:00
Charles Rose,theodore57@example.net,Real Estate,2024-12-18,441.53,Hernandezburgh,Quebec,Canada,Cash,Thursday,13:30
Amanda Potter,alexwall@example.net,Event,2025-03-21,726.46,Danielton,Texas,United States,e-Transfer,Friday,12:00
Kathryn Fletcher,rhuynh@example.org,Product,2024-10-15,585.97,Spencerview,Ohio,United States,PayPal,Wednesday,12:00
Colleen White,velasqueztaylor@example.com,Wedding,2024-12-02,1607.28,Lake Jason,Saskatchewan,Canada,e-Transfer,Sunday,19:00
Jacob Coleman,daniel15@example.net,Product,2025-01-18,355.9,Wilcoxburgh,Nova Scotia,Canada,Credit Card,Tuesday,12:00
Brian Lewis,avilakyle@example.net,Real Estate,2024-06-20,399.43,Anthonyport,Alberta,Canada,Credit Card,Thursday,13:30
Kristy Tyler,williamschristopher@example.com,Real Estate,2024-04-11,161.54,East Josephshire,Indiana,United States,Cash,Thursday,09:30
Emily Myers,terri15@example.com,Event,2025-03-02,1185.45,Karenfurt,Manitoba,Canada,Credit Card,Thursday,19:00
Robert Woods,robertsedward@example.com,Engagement,2024-05-06,287.35,New Lindseyberg,Alberta,Canada,PayPal,Thursday,15:00
Martha Mack,victoriamason@example.net,Event,2024-11-16,564.98,Lake Jesseborough,Massachusetts,United States,e-Transfer,Thursday,19:00
Isaac Chase,twilliams@example.net,Wedding,2024-08-27,2862.09,Sethberg,Alberta,Canada,e-Transfer,Saturday,14:00
Latasha Gamble,ballarddouglas@example.com,Event,2024-10-25,322.42,New Catherine,Massachusetts,United States,Credit Card,Sunday,19:00
Edward Jones,michael12@example.net,Portrait (Studio),2025-01-15,231.02,South Clintonmouth,Florida,United States,Credit Card,Tuesday,17:00
Jessica Glass,bonillatracy@example.com,Headshot,2025-02-16,212.35,Valerieview,Saskatchewan,Canada,PayPal,Wednesday,11:00
Jose Weber,nathaniel68@example.com,Event,2024-07-13,795.31,Ortizberg,Manitoba,Canada,PayPal,Thursday,12:00
Danielle Nicholson,mooredaniel@example.com,Engagement,2024-06-04,460.65,New Tiffanyton,Arizona,United States,Venmo,Tuesday,17:00
Joel Davis,imcdonald@example.com,Portrait (Studio),2024-05-17,332.54,Nashbury,New York,United States,PayPal,Thursday,15:00
Jennifer Hamilton,umurphy@example.com,Engagement,2025-04-07,201.06,Lake Daniel,Alberta,Canada,Cash,Wednesday,11:00
Jesse Gardner,nthomas@example.com,Real Estate,2024-11-01,426.83,Lewisfort,Ohio,United States,Cash,Friday,11:00
Veronica Lewis,mirandacisneros@example.net,Headshot,2024-09-09,218.93,Brownstad,Wisconsin,United States,Cash,Thursday,15:00
Donald Miller,hsavage@example.org,Wedding,2024-12-09,1762.84,Cynthialand,Pennsylvania,United States,PayPal,Saturday,14:00
Steven Peterson,franklin56@example.com,Wedding,2024-09-29,2702.54,Jackton,British Columbia,Canada,Credit Card,Saturday,11:00
Laura Morrow,christiancontreras@example.net,Wedding,2024-05-30,1450.44,Lake Samuel,Manitoba,Canada,PayPal,Sunday,14:00
Kathryn Stewart,ubaker@example.org,Event,2025-04-04,974.4,Alexismouth,Michigan,United States,Venmo,Saturday,12:00
Anne Robinson,robertpayne@example.org,Portrait (Studio),2024-11-13,374.38,Lake Shannon,Michigan,United States,e-Transfer,Monday,15:00
Michael Friedman,lisa04@example.com,Engagement,2024-10-08,236.61,West Jason,Manitoba,Canada,PayPal,Wednesday,15:00
Guy Clayton,wmills@example.com,Headshot,2024-05-19,152.26,Lake Victormouth,Tennessee,United States,Cash,Monday,11:00
Kurt Daniels,qmitchell@example.net,Product,2024-12-12,593.83,South Ross,British Columbia,Canada,e-Transfer,Wednesday,12:00
Renee Garcia DDS,vgarcia@example.net,Engagement,2025-03-13,384.29,Jacquelineville,Alberta,Canada,PayPal,Thursday,17:00
Mary Christian,jeffreygibson@example.com,Real Estate,2024-05-19,208.43,Lake Seanshire,New York,United States,Credit Card,Wednesday,09:30
Suzanne Gutierrez,xsmith@example.org,Event,2024-10-10,862.91,Sampsonstad,Wisconsin,United States,e-Transfer,Thursday,19:00
Steven Blankenship,adamstout@example.org,Event,2024-04-13,340.94,Nicholeview,California,United States,PayPal,Saturday,19:00
Sally Greene,george96@example.org,Headshot,2024-10-28,170.41,Port Nicholas,Manitoba,Canada,e-Transfer,Monday,15:00
Rebecca Lane,sheilamyers@example.net,Product,2024-06-10,152.76,Leefurt,Saskatchewan,Canada,Credit Card,Wednesday,12:00
Michael Martinez,welchkristen@example.net,Product,2025-03-09,229.03,Zacharychester,Alberta,Canada,Credit Card,Wednesday,12:00
Jeffrey Fuller,anthonyzimmerman@example.org,Headshot,2024-11-03,133.94,West James,Nova Scotia,Canada,e-Transfer,Tuesday,17:00
Paula Lopez,kennethnichols@example.org,Event,2024-12-29,1005.59,Lake Jessicamouth,Indiana,United States,Venmo,Sunday,19:00
Timothy Burton,rodriguezsara@example.org,Real Estate,2024-05-17,395.49,Townsendton,Ohio,United States,Cash,Wednesday,13:30
Johnny Ward,peterhenry@example.org,Headshot,2024-09-06,182.93,Joseburgh,North Carolina,United States,Credit Card,Wednesday,11:00
Jason Preston,lstokes@example.com,Portrait (Studio),2024-04-11,395.9,Chungland,Quebec,Canada,Credit Card,Friday,11:00
Amanda Daugherty,timothy99@example.net,Product,2024-04-09,502.05,Lake Ashley,Saskatchewan,Canada,Credit Card,Wednesday,14:00
Kimberly Holmes,javierdiaz@example.org,Portrait (Studio),2024-04-18,253.47,Saraborough,Alberta,Canada,e-Transfer,Thursday,11:00
Beth Hill,stephaniebailey@example.net,Engagement,2024-12-02,357.53,East Christopher,Nova Scotia,Canada,Credit Card,Tuesday,11:00
Travis Nielsen,gerald46@example.org,Product,2024-11-07,240.94,Mcgeefort,Tennessee,United States,Cash,Monday,12:00
Katherine Andrade,rcarlson@example.com,Engagement,2024-11-21,257.06,Gabrielborough,Nova Scotia,Canada,e-Transfer,Thursday,17:00
Steven Weiss,cjackson@example.net,Engagement,2024-07-09,430.84,Pattersonshire,Ohio,United States,Credit Card,Monday,17:00
Allen White,ruben25@example.org,Event,2024-05-04,648.83,Carterhaven,Ontario,Canada,Credit Card,Thursday,12:00
Fernando Smith,jason95@example.org,Portrait (Studio),2024-10-30,266.72,Nathanmouth,Ontario,Canada,e-Transfer,Monday,11:00
Ashley Ramirez,berrydebbie@example.net,Headshot,2025-01-09,323.03,Campbellborough,Michigan,United States,Venmo,Wednesday,11:00
Robert Jimenez,robert17@example.org,Real Estate,2024-11-14,241.28,Lisaborough,North Carolina,United States,PayPal,Thursday,13:30
Mason Chase,buckjustin@example.com,Engagement,2024-04-21,282.09,Youngtown,Ohio,United States,Cash,Monday,17:00
Ronald Perry,joshua56@example.org,Portrait (Studio),2024-10-28,287.34,West Deannaland,Manitoba,Canada,PayPal,Wednesday,11:00
Michael Gibson,cameronsharon@example.org,Engagement,2024-04-18,221.37,Troyton,Ontario,Canada,PayPal,Friday,15:00
Shannon Ramsey MD,leerachel@example.com,Wedding,2025-01-31,2282.69,Port Alexville,Ontario,Canada,Credit Card,Saturday,11:00
Amanda Williams,charles59@example.com,Event,2024-07-15,652.73,Lake Mirandaview,British Columbia,Canada,e-Transfer,Sunday,19:00
Francisco Hernandez,qwalsh@example.org,Product,2024-10-15,239.17,East Brandy,Manitoba,Canada,PayPal,Friday,10:00
Douglas Barton MD,bakerkenneth@example.org,Wedding,2024-08-15,3069.56,New Timothy,Massachusetts,United States,Venmo,Sunday,19:00
Melissa Jones,abrown@example.net,Headshot,2024-06-26,261.1,Lake Deborah,Georgia,United States,PayPal,Thursday,15:00
